marca,descripcion,color,talle,cantidad,precio_costo,porcentaje_venta,porcentaje_amigo
MANKI,JEAN ISAC,MARRON,S/1/30,1,"$00,038",150,100
MANKI,JEAN ISAC,MARRON,M/2/32,1,"$00,038",150,100
MANKI,JEAN ISAC,MARRON,L/3/34,1,"$00,038",150,100
MANKI,JEAN WESS,MARRON,XS/28,1,"$00,037",150,100
MANKI,JEAN WESS,MARRON,M/2/32,1,"$00,037",150,100
MANKI,JEAN OS COTTE,CELESTE ARENA,XS/28,1,"$00,038",150,100
MANKI,JEAN OS COTTE,CELESTE ARENA,S/1/30,1,"$00,038",150,100
MANKI,JEAN OS COTTE,CELESTE ARENA,M/2/32,1,"$00,038",150,100
MANKI,JEAN OS COTTE,NEGRO,XS/28,1,"$00,038",150,100
MANKI,JEAN OS COTTE,NEGRO,S/1/30,1,"$00,038",150,100
MANKI,JEAN OS COTTE,NEGRO,M/2/32,1,"$00,038",150,100
MANKI,JEAN FELA,NEGRO,XS/28,1,"$00,038",150,100
MANKI,JEAN FELA,NEGRO,M/2/32,1,"$00,038",150,100
MANKI,JEAN FELA,NEGRO,L/3/34,1,"$00,038",150,100
MANKI,GORRA HUBB,N/A,S/1/30,3,"$00,014",150,100
MANKI,GORRA FENG,N/A,S/1/30,3,"$00,014",150,100
MANKI,GORRO GRIM,"negro, chocolate, crudo, verde, beige",S/1/30,1,"$00,014",150,100
MANKI,GORRO GRIM,"negro, chocolate, crudo, verde, beige",M/2/32,2,"$00,014",150,100
MANKI,GORRO GRIM,"negro, chocolate, crudo, verde, beige",L/3/34,2,"$00,014",150,100
MANKI,GORRO GRIM,"negro, chocolate, crudo, verde, beige",XL/36,2,"$00,014",150,100
VALKYMIA,baggy push oxido,N/A,XS/28,1,"$00,038",150,100
VALKYMIA,baggy push oxido,N/A,S/1/30,2,"$00,038",150,100
VALKYMIA,baggy push oxido,N/A,M/2/32,2,"$00,038",150,100
VALKYMIA,baggy push oxido,N/A,XL/36,1,"$00,038",150,100
VALKYMIA,baggy diferneciado tope azul,N/A,S/1/30,2,"$00,037",150,100
VALKYMIA,baggy diferneciado tope azul,N/A,M/2/32,2,"$00,037",150,100
VALKYMIA,baggy diferneciado tope azul,N/A,L/3/34,1,"$00,037",150,100
VALKYMIA,baggy marfil verde,N/A,XS/28,1,"$00,037",150,100
VALKYMIA,baggy marfil verde,N/A,S/1/30,2,"$00,037",150,100
VALKYMIA,baggy marfil verde,N/A,M/2/32,2,"$00,037",150,100
VALKYMIA,Baggy Pecker Negro,N/A,XS/28,1,"$00,036",150,100
VALKYMIA,Baggy Pecker Negro,N/A,M/2/32,2,"$00,036",150,100
VALKYMIA,Baggy Pecker Negro,N/A,L/3/34,2,"$00,036",150,100
VALKYMIA,Baggy Prix Gris,N/A,XS/28,2,"$00,036",150,100
VALKYMIA,Baggy Prix Gris,N/A,L/3/34,1,"$00,036",150,100
VALKYMIA,Baggy Brunchnan OXIDO,N/A,L/3/34,1,"$00,036",150,100
VALKYMIA,Baggy Brunchnan OXIDO,N/A,XL/36,1,"$00,036",150,100
VALKYMIA,Baggy Sigali Gris,N/A,S/1/30,1,"$00,036",150,100
VALKYMIA,Pantalon Baggy Deroy LADRILLO,N/A,S/1/30,2,"$00,032",150,100
VALKYMIA,Pantalon Baggy Deroy LADRILLO,N/A,L/3/34,1,"$00,032",150,100
VALKYMIA,Pantalon Baggy Deroy NEGRO,N/A,L/3/34,1,"$00,032",150,100
VALKYMIA,Buzo Over Kruger NEGRO,N/A,XS/28,1,"$00,022",150,100
VALKYMIA,Buzo Over Kruger NEGRO,N/A,L/3/34,1,"$00,022",150,100
VALKYMIA,Buzo Over Kruger GRIS,N/A,M/2/32,1,"$00,022",150,100
VALKYMIA,Buzo Over Buchanan CRUDO,N/A,S/1/30,1,"$00,027",150,100
VALKYMIA,Buzo Over Buchanan CRUDO,N/A,L/3/34,2,"$00,027",150,100
VALKYMIA,Buzo Over Buchanan NEGRO,N/A,M/2/32,2,"$00,027",150,100
KLHO,JEAN KLHO NEGRO,N/A,XL/36,1,"$00,000",150,100
KLHO,JEAN KLHO CELESTE,N/A,XS/28,1,"$00,000",150,100
KLHO,JEAN KLHO CELESTE,N/A,XL/36,1,"$00,000",150,100
LUXO,BERMUDA STADIUM,OXIDO,XS/28,1,"$00,031",150,100
LUXO,BERMUDA STADIUM,OXIDO,M/2/32,2,"$00,031",150,100
LUXO,BERMUDA STADIUM,OXIDO,L/3/34,2,"$00,031",150,100
LUXO,BERMUDA STEVENS,GRIS,S/1/30,2,"$00,038",150,100
LUXO,BERMUDA STEVENS,GRIS,M/2/32,2,"$00,038",150,100
LUXO,BERMUDA STEVENS,GRIS,L/3/34,1,"$00,038",150,100
LUXO,BERMUDA STEVENS,GRIS,XL/36,1,"$00,038",150,100
LUXO,BERMUDA STEVENS,GRIS,XXL/38,1,"$00,038",150,100
LUXO,BERMUDA HASS,PROCESO 2 AZ.,XS/28,1,"$00,041",150,100
LUXO,BERMUDA STATE,PROCESO 3 NEG.,S/1/30,1,"$00,043",150,100
LUXO,BERMUDA STATE,PROCESO 3 NEG.,M/2/32,2,"$00,043",150,100
LUXO,BERMUDA STATE,PROCESO 3 NEG.,L/3/34,1,"$00,043",150,100
LUXO,BERMUDA IGGY,NEGRO-BLANCO,S/1/30,1,"$00,031",150,100
LUXO,BERMUDA IGGY,NEGRO-BLANCO,M/2/32,1,"$00,031",150,100
LUXO,BERMUDA IGGY,NEGRO-BLANCO,L/3/34,1,"$00,031",150,100
LUXO,BERMUDA IGGY,NEGRO-BLANCO,XL/36,1,"$00,031",150,100
LUXO,BERMUDA CARGO,NEGRO - P1,L/3/34,1,"$00,041",150,100
LUXO,BERMUDA TECHNO,MILITAR,M/2/32,2,"$00,027",150,100
LUXO,BERMUDA VINTAGE,NEGRO,S/1/30,1,"$00,034",150,100
LUXO,BERMUDA VINTAGE,NEGRO,M/2/32,4,"$00,034",150,100
LUXO,BERMUDA VINTAGE,NEGRO,L/3/34,1,"$00,034",150,100
LUXO,BERMUDA CAPONE,BEIGE,XS/28,1,"$00,027",150,100
LUXO,BERMUDA CAPONE,BEIGE,L/3/34,1,"$00,027",150,100
LUXO,BERMUDA CARGO TILO,NEGRO,XS/28,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,NEGRO,L/3/34,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,VERDE,M/2/32,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,VERDE,L/3/34,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,GRIS,XS/28,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,GRIS,L/3/34,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,ROSA,S/1/30,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,ROSA,M/2/32,1,"$00,030",150,100
LUXO,BERMUDA CARGO TILO,ROSA,L/3/34,1,"$00,030",150,100
LUXO,BERMUDA JOY,VERDE,S/1/30,1,"$00,022",150,100
LUXO,BERMUDA JOY,VERDE,M/2/32,2,"$00,022",150,100
LUXO,BERMUDA JOY,NEGRO,S/1/30,2,"$00,022",150,100
LUXO,BERMUDA NICE,CAFÉ,S/1/30,1,"$00,027",150,100
LUXO,BERMUDA NICE,CAFÉ,M/2/32,2,"$00,027",150,100
LUXO,BERMUDA VINTAGE,AZUL,XS/28,1,"$00,034",150,100
LUXO,BERMUDA VINTAGE,AZUL,S/1/30,3,"$00,034",150,100
LUXO,BERMUDA VINTAGE,NEGRO,XS/28,2,"$00,034",150,100
LUXO,BERMUDA VINTAGE,NEGRO,M/2/32,1,"$00,034",150,100
LUXO,BERMUDA VINTAGE,NEGRO,L/3/34,1,"$00,034",150,100
LUXO,BERMUDA VINTAGE,NEGRO,XL/36,1,"$00,034",150,100
LUXO,BERMUDA VINTAGE,GRIS,S/1/30,1,"$00,034",150,100
LUXO,BERMUDA VINTAGE,GRIS,M/2/32,1,"$00,034",150,100
LUXO,BERMUDA SUGAR,NEGRO,XS/28,2,"$00,016",150,100
LUXO,BERMUDA OLD CANVAS,NEGRO,XS/28,1,"$00,033",150,100
LUXO,BERMUDA SUGAR,VERDE,XS/28,2,"$00,016",150,100
LUXO,BERMUDA SUGAR,VERDE,S/1/30,1,"$00,016",150,100
LUXO,BERMUDA SUGAR,VERDE,M/2/32,3,"$00,016",150,100
LUXO,BERMUDA SUGAR,NEGRO,XS/28,1,"$00,016",150,100
LUXO,BERMUDA SUGAR,CAMEL,XS/28,2,"$00,016",150,100
LUXO,BERMUDA SUGAR,CAMEL,S/1/30,1,"$00,016",150,100
LUXO,BERMUDA SUGAR,CAMEL,M/2/32,1,"$00,016",150,100
LUXO,BERMUDA SUGAR,CAMEL,L/3/34,1,"$00,016",150,100
LUXO,CAMISA MC OWNER,LAVANDA,XS/28,2,"$00,031",150,100
LUXO,CAMISA MC OWNER,LAVANDA,S/1/30,2,"$00,031",150,100
LUXO,CAMISA MC OWNER,LAVANDA,M/2/32,1,"$00,031",150,100
LUXO,CAMISA HOFFMAN,NEGRO-BLANCO,M/2/32,1,"$00,035",150,100
LUXO,CAMISA HOFFMAN,NEGRO-BLANCO,L/3/34,1,"$00,035",150,100
LUXO,CAMISA OZONO,BLANCO,XS/28,1,"$00,034",150,100
LUXO,CAMISA OZONO,BLANCO,S/1/30,1,"$00,034",150,100
LUXO,CAMISA OZONO,NEGRO,M/2/32,1,"$00,034",150,100
LUXO,CAMISA THE GANG,ROSA,XS/28,1,"$00,026",150,100
LUXO,CAMISA CLIMAX,20,M/2/32,1,"$00,020",150,100
LUXO,CAMISA CLIMAX,21,M/2/32,2,"$00,020",150,100
LUXO,CAMISA CLIMAX,21,L/3/34,1,"$00,020",150,100
LUXO,CAMISA CLIMAX,21,XL/36,1,"$00,020",150,100
LUXO,CAMISA VERSUS,L04,XS/28,1,"$00,032",150,100
LUXO,CAMISA VERSUS,L04,S/1/30,1,"$00,032",150,100
LUXO,CAMISA VERSUS,L04,M/2/32,1,"$00,032",150,100
LUXO,CAMISA VERSUS,L06,S/1/30,1,"$00,032",150,100
LUXO,CAMISA VERSUS,L06,M/2/32,1,"$00,032",150,100
LUXO,CAMISA VERSUS,L12,M/2/32,1,"$00,032",150,100
LUXO,CAMISA VERSUS,L15,S/1/30,1,"$00,032",150,100
SKULLREM,BUZO MONEY,BEIGE,M/2/32,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Verde,XS/28,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Verde,S/1/30,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Verde,L/3/34,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Azul,XS/28,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Azul,S/1/30,2,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Azul,L/3/34,2,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Blanco,XS/28,3,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Blanco,M/2/32,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Blanco,L/3/34,1,"$00,000",150,100
VALKYMIA,Conjunto Waffle VKM,Beige,XS/28,2,"$00,000",150,100
VALKYMIA,CAMISA LIRA,NEGRO,S/1/30,1,"$00,000",150,100
VALKYMIA,CAMISA LIRA,NEGRO,M/2/32,2,"$00,000",150,100
VALKYMIA,CAMISA LIRA,NEGRO,L/3/34,1,"$00,000",150,100
VALKYMIA,CAMISA LIRA,VERDE,L/3/34,1,"$00,000",150,100
VALKYMIA,CAMISA LIRA,VERDE,XL/36,1,"$00,000",150,100
VALKYMIA,CAMISA LIRA,BEIGE,XL/36,1,"$00,000",150,100
KAZUMA,CAMISA RAYADA LAOS,VERDE,M/2/32,1,"$00,000",150,100
KAZUMA,CAMISA RAYADA LOJA,VERDE AGUA,S/1/30,1,"$00,000",150,100
KAZUMA,CAMISA RAYADA LOJA,VERDE AGUA,M/2/32,1,"$00,000",150,100
KAZUMA,CAMISA RAYADA LOJA,VERDE AGUA,L/3/34,2,"$00,000",150,100
KAZUMA,PANTALON LINO BADGER,VERDE,XS/28,2,"$00,000",150,100
KAZUMA,PANTALON LINO BADGER,VERDE,S/1/30,1,"$00,000",150,100
KAZUMA,PANTALON LINO BADGER,NEGRO,M/2/32,1,"$00,000",150,100
DUET,PANTALON NEGRO LINO,N/A,XS/28,1,"$00,000",150,100
DUET,PANTALON NEGRO LINO,N/A,S/1/30,1,"$00,000",150,100
DUET,PANTALON NEGRO LINO,N/A,L/3/34,1,"$00,000",150,100
DUET,PANTALON BLANCO LINO,N/A,S/1/30,1,"$00,000",150,100
DUET,PANTALON BLANCO LINO,N/A,M/2/32,1,"$00,000",150,100
MANKI,PANTALON SAMO BEIGE,N/A,M/2/32,2,"$00,036",150,100
VALKYMIA,PANTALON MOM LOD,NEGRO,XS/28,1,"$00,000",150,100
MIDWAY,CAMISA OLI,NEGRO,XL/36,2,"$00,035",150,100
MANKI,SUDADERA MALBA,NEGRO,XS/28,1,"$00,013",150,100
MANKI,BERMUDA SOLE,VERDE,L/3/34,1,"$00,033",150,100
MANKI,BERMUDA ELOY,NEGRO,XL/36,1,"$00,031",150,100
MANKI,BERMUDA ROMA,CRUDO,S/1/30,1,"$00,033",150,100
MANKI,BERMUDA ROMA,CRUDO,L/3/34,1,"$00,033",150,100
LUXO,REMERA TOTO 01,BLANCO,M/2/32,1,"$00,013",150,100
