marca,descripcion,color,talle,cantidad,precio_costo,porcentaje_venta,porcentaje_amigo
EL DON,Buzo Canguro Faith,NEGRO,S/1/30,1,39.508,150,100
EL DON,Buzo Canguro Faith,NEGRO,L/3/34,1,39.508,150,100
EL DON,Buzo Boxy Wild,NEGRO,L/3/34,1,30.364,150,100
EL DON,Buzo Boxy Wild,CRUDO,L/3/34,1,30.364,150,100
EL DON,Pantalón Cargo Eliseo,Tostado,S/1/30,1,32.170,150,100
EL DON,Pantalon Cargo Cadiz,NEGRO,S/1/30,1,42.330,150,100
EL DON,Jogging Recto Blache,GRIS,M/2/32,1,33.638,150,100
EL DON,Jogging Recto Kick,Negro,XS/28,2,36.121,150,100
EL DON,Jogging Recto Kick,Negro,S/1/30,1,36.121,150,100
EL DON,Jogging Recto Kick,Negro,M/2/32,1,36.121,150,100
EL DON,Jogging Recto Kick,Chocolate,XS/28,1,36.121,150,100
EL DON,Jogging Recto Kick,Chocolate,S/1/30,1,36.121,150,100
EL DON,Jogging Recto Kick,Chocolate,M/2/32,1,36.121,150,100
EL DON,Jogging Recto Kick,Beige,XS/28,1,36.121,150,100
EL DON,Jogging Recto Kick,Beige,S/1/30,2,36.121,150,100
EL DON,Jogging Recto Kick,Beige,M/2/32,1,36.121,150,100
EL DON,Jogging Recto Kick,Beige,L/3/34,1,36.121,150,100
EL DON,Pantalon Jisan,NEGRO,XS/28,1,39.508,150,100
EL DON,Pantalon Jisan,NEGRO,S/1/30,2,39.508,150,100
EL DON,Pantalon Jisan,NEGRO,M/2/32,1,39.508,150,100
EL DON,Pantalon Jisan,NEGRO,L/3/34,1,39.508,150,100
EL DON,Pantalon Jisan,GRIS,XS/28,3,39.508,150,100
EL DON,Pantalon Jisan,GRIS,S/1/30,2,39.508,150,100
EL DON,Pantalon Jisan,GRIS,M/2/32,2,39.508,150,100
EL DON,Pantalon Jisan,GRIS,L/3/34,1,39.508,150,100
EL DON,Pantalón Lule Sastrero,Beige,XS/28,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Beige,S/1/30,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Beige,M/2/32,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Beige,L/3/34,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Beige,XL/36,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Gris,XS/28,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Gris,S/1/30,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Gris,M/2/32,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Gris,L/3/34,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Gris,XL/36,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Chocolate,S/1/30,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Chocolate,M/2/32,2,37.833,150,100
EL DON,Pantalón Lule Sastrero,Chocolate,L/3/34,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Chocolate,XL/36,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Marino,XS/28,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Marino,S/1/30,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Marino,M/2/32,1,37.833,150,100
EL DON,Pantalón Lule Sastrero,Marino,L/3/34,1,37.833,150,100
EL DON,Pantalón Sastrero Alpin,Negro,XS/28,2,38.379,150,100
EL DON,Pantalón Sastrero Alpin,Negro,S/1/30,2,38.379,150,100
EL DON,Pantalón Sastrero Alpin,Negro,M/2/32,1,38.379,150,100
EL DON,Pantalón Sastrero Alpin,Negro,L/3/34,2,38.379,150,100
EL DON,Pantalón Nevada Laser,Gris,S/1/30,1,35.557,150,100
EL DON,Pantalón Nevada Laser,Gris,M/2/32,1,35.557,150,100
EL DON,Pantalón Nevada Laser,Gris,L/3/34,1,35.557,150,100
EL DON,Pantalón Nevada Laser,Negro,XS/28,1,35.557,150,100
EL DON,Pantalón Nevada Laser,Negro,S/1/30,1,35.557,150,100
EL DON,Pantalón Nevada Laser,Negro,L/3/34,1,35.557,150,100
EL DON,ED Pantalon Recto Osoro,Gris,S/1/30,1,36.121,150,100
EL DON,ED Pantalon Recto Osoro,Gris,M/2/32,1,36.121,150,100
EL DON,ED Campera Osoro,gris,M/2/32,1,38.379,150,100
EL DON,Sweater Cooper,Negro,XS/28,1,42.330,150,100
EL DON,Sweater Cooper,Vison,M/2/32,1,42.330,150,100
EL DON,ED Sweater Parbat,Vison,S/1/30,1,34.428,150,100
EL DON,ED Sweater Parbat,Gris Perla,XS/28,1,34.428,150,100
EL DON,ED Sweater Parbat,Gris Perla,S/1/30,1,34.428,150,100
EL DON,ED Sweater Parbat,Gris Perla,M/2/32,1,34.428,150,100
EL DON,ED Sweater Caltaya,Negro,S/1/30,1,42.330,150,100
EL DON,ED Sweater Caltaya,Negro,M/2/32,1,42.330,150,100
LUXO,JEAN HELVETICA,P. GRIS,XS/28,1,50.870,150,100
LUXO,JEAN HELVETICA,P. GRIS,L/3/34,1,50.870,150,100
LUXO,JEAN HELVETICA,P. GRIS,XL/36,1,50.870,150,100
LUXO,JEAN HELVETICA,P. NEGRO,S/1/30,1,50.870,150,100
LUXO,JEAN HELVETICA,P. NEGRO,L/3/34,1,50.870,150,100
LUXO,JEAN HELVETICA,P. CELESTE,XS/28,1,50.870,150,100
LUXO,JEAN HELVETICA,P. CELESTE,S/1/30,1,50.870,150,100
LUXO,JEAN HELVETICA,P. CELESTE,XL/36,1,50.870,150,100
LUXO,PANTALON RAW,NEGRO,L/3/34,1,41.350,150,100
LUXO,PANTALON RAW,DENIM,L/3/34,1,41.350,150,100
LUXO,CAMERON PANT,NEGRO,M/2/32,1,46.800,150,100
LUXO,SUDADERA CONTROL,CAÑAMO,S/1/30,1,13.000,150,100
LUXO,SUDADERA CONTROL,CAÑAMO,M/2/32,1,13.000,150,100
LUXO,SUDADERA CONTROL,CAÑAMO,L/3/34,1,13.000,150,100
LUXO,SUDADERA CONTROL,TERRA,S/1/30,1,13.000,150,100
LUXO,SUDADERA CONTROL,TERRA,M/2/32,1,13.000,150,100
LUXO,SUDADERA CONTROL,TERRA,L/3/34,2,13.000,150,100
LUXO,SUDADERA CONTROL,NEVADO,L/3/34,1,13.000,150,100
LUXO,SUDADERA DISNEY FREQUENZ,NEGRO,S/1/30,3,18.200,150,100
LUXO,SUDADERA DISNEY FREQUENZ,NEGRO,M/2/32,2,18.200,150,100
LUXO,SUDADERA DISNEY HELLO DARLING,NEVADO,S/1/30,1,18.200,150,100
LUXO,SUDADERA DISNEY HELLO DARLING,NEVADO,M/2/32,2,18.200,150,100
LUXO,REMERA RUEDA DE LA FORT,BLANCO,XS/28,2,25.520,150,100
LUXO,REMERA RUEDA DE LA FORT,BLANCO,S/1/30,1,25.520,150,100
LUXO,REMERA RUEDA DE LA FORT,BLANCO,M/2/32,1,25.520,150,100
LUXO,REMERA EL DIABLO,NEVADO,XS/28,1,25.520,150,100
LUXO,REMERA EL DIABLO,NEVADO,S/1/30,1,25.520,150,100
LUXO,REMERA EL DIABLO,NEVADO,M/2/32,1,25.520,150,100
LUXO,REMERA EL DIABLO,NEVADO,L/3/34,1,25.520,150,100
LUXO,REMERA EL MAGO,NEVADO,M/2/32,1,25.520,150,100
LUXO,REMERA EL MAGO,NEVADO,L/3/34,1,25.520,150,100
LUXO,REMERA EL ERMITAÑO,NEGRO,L/3/34,1,25.520,150,100
LUXO,REMERA EL ERMITAÑO,NEVADO,XS/28,1,25.520,150,100
LUXO,REMERA EL ERMITAÑO,NEVADO,M/2/32,1,25.520,150,100
LUXO,REMERA EL ERMITAÑO,NEVADO,L/3/34,1,25.520,150,100
LUXO,REMERA LA MUERTE,NEVADO,S/1/30,1,25.520,150,100
LUXO,REMERA LA MUERTE,NEVADO,M/2/32,2,25.520,150,100
LUXO,REMERA LA MUERTE,NEVADO,L/3/34,1,25.520,150,100
LUXO,REMERA LA LUNA,NEGRO,XS/28,1,25.520,150,100
LUXO,REMERA LA LUNA,NEGRO,XL/36,1,25.520,150,100
LUXO,REMERA LA LUNA,NEVADO,XS/28,1,25.520,150,100
LUXO,REMERA LA LUNA,NEVADO,L/3/34,1,25.520,150,100
LUXO,REMERA DISNEY KUNG FU,NEVADO,XS/28,1,24.100,150,100
LUXO,REMERA DISNEY KUNG FU,NEVADO,S/1/30,1,24.100,150,100
LUXO,REMERA DISNEY KUNG FU,NEVADO,M/2/32,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,BLANCO,XS/28,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,BLANCO,S/1/30,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,BLANCO,M/2/32,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,BLANCO,L/3/34,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEGRO,XS/28,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEGRO,S/1/30,2,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEGRO,M/2/32,2,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEVADO,XS/28,2,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEVADO,S/1/30,2,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEVADO,M/2/32,1,24.100,150,100
LUXO,REMERA DISNEY SKATEFLOW,NEVADO,L/3/34,1,24.100,150,100
LUXO,REMERA DISNEY HELLO DARLING,NEGRO,XS/28,2,19.500,150,100
LUXO,REMERA DISNEY BACK TO SKULL,NEVADO,S/1/30,1,19.500,150,100
LUXO,REMERA B2BASIC PREMIUM,NEGRO,L/3/34,1,14.500,150,100
LUXO,REMERA B2BASIC PREMIUM,NEGRO,XL/36,1,14.500,150,100
LUXO,REMERA B2BASIC PREMIUM,BLANCO,M/2/32,2,14.500,150,100
LUXO,REMERA B2BASIC PREMIUM,BLANCO,L/3/34,2,14.500,150,100
LUXO,REMERA FUTURO,MOSTAZA,S/1/30,1,19.500,150,100
LUXO,REMERA HUMO,NEGRO,XS/28,1,19.200,150,100
LUXO,REMERA HUMO,BLANCO,L/3/34,1,19.200,150,100
LUXO,REMERA ELIXIR,NEGRO,XS/28,1,19.200,150,100
LUXO,REMERON MEGA,blanco,XS/28,1,15.600,150,100
LUXO,REMERON MEGA,blanco,S/1/30,3,15.600,150,100
LUXO,REMERON MEGA,blanco,M/2/32,3,15.600,150,100
LUXO,REMERON MEGA,blanco,L/3/34,3,15.600,150,100
LUXO,REMERON MEGA,blanco,XL/36,1,15.600,150,100
LUXO,REMERON MEGA,CARBON,XS/28,1,15.600,150,100
LUXO,REMERON MEGA,CARBON,L/3/34,1,15.600,150,100
LUXO,REMERON MEGA,NEGRO,S/1/30,2,15.600,150,100
LUXO,REMERON MEGA,NEGRO,M/2/32,3,15.600,150,100
LUXO,REMERON MEGA,NEGRO,L/3/34,2,15.600,150,100
LUXO,REMERON MEGA,CHIA,S/1/30,1,15.600,150,100
LUXO,REMERON MEGA,CHIA,M/2/32,2,15.600,150,100
LUXO,REMERON MEGA,CHIA,L/3/34,1,15.600,150,100
LUXO,REMERON MEGA CROP,BLANCO,XS/28,3,15.600,150,100
LUXO,REMERON MEGA CROP,BLANCO,S/1/30,2,15.600,150,100
LUXO,REMERON MEGA CROP,BLANCO,M/2/32,2,15.600,150,100
LUXO,REMERON MEGA CROP,BLANCO,L/3/34,3,15.600,150,100
LUXO,REMERON MEGA CROP,NEGRO,XS/28,1,15.600,150,100
LUXO,REMERON MEGA CROP,NEGRO,S/1/30,2,15.600,150,100
LUXO,REMERON MEGA CROP,NEGRO,L/3/34,1,15.600,150,100
LUXO,REMERON MEGA CROP,CARBON,XS/28,2,15.600,150,100
LUXO,REMERON MEGA CROP,CARBON,S/1/30,1,15.600,150,100
LUXO,REMERON MEGA CROP,CARBON,M/2/32,1,15.600,150,100
LUXO,REMERON MEGA CROP,CARBON,L/3/34,2,15.600,150,100
LUXO,REMERA TRACY,BLANCO,L/3/34,2,14.580,150,100
LUXO,REMERA TRACY,BLANCO,XL/36,2,14.580,150,100
LUXO,REMERA TRACY,NEGRO,S/1/30,1,14.580,150,100
LUXO,REMERA TRACY,NEGRO,M/2/32,1,14.580,150,100
LUXO,REMERA TRACY,NEGRO,L/3/34,2,14.580,150,100
LUXO,REMERA STAR WARS,NEON,XS/28,3,21.600,150,100
LUXO,REMERA STAR WARS,NEON,S/1/30,3,21.600,150,100
LUXO,REMERA STAR WARS,NEON,M/2/32,3,21.600,150,100
LUXO,REMERA STAR WARS NEGRO,N/A,S/1/30,1,21.600,150,100
LUXO,REMERA STAR WARS NEGRO,N/A,M/2/32,2,21.600,150,100
LUXO,REMERA STAR WARS,HELIO,S/1/30,1,21.600,150,100
LUXO,REMERA SPACE,VERDE AGUA,S/1/30,1,19.200,150,100
LUXO,REMERA KEVIN,VERDE AGUA,S/1/30,1,19.200,150,100
LUXO,HOODIE CHEWBACCA,NEGRO,S/1/30,2,40.500,150,100
LUXO,HOODIE CHEWBACCA,NEGRO,M/2/32,2,40.500,150,100
LUXO,HOODIE CHEWBACCA,OFF WHITE,S/1/30,2,40.500,150,100
LUXO,HOODIE CHEWBACCA,OFF WHITE,M/2/32,2,40.500,150,100
LUXO,BUZO EFFECT,OXIDO,S/1/30,1,51.550,150,100
LUXO,HOODIE FUSIÓN,NEGRO,XS/28,1,46.145,150,100
LUXO,HOODIE FUSIÓN,NEGRO,S/1/30,2,46.145,150,100
LUXO,HOODIE FUSIÓN,NEGRO,M/2/32,1,46.145,150,100
LUXO,HOODIE FUSIÓN,NEGRO,L/3/34,1,46.145,150,100
LUXO,HOODIE CONJURO,NEGRO,S/1/30,3,49.250,150,100
LUXO,HOODIE CONJURO,NEGRO,M/2/32,1,49.250,150,100
LUXO,HOODIE CONJURO,HELIO,S/1/30,2,49.250,150,100
LUXO,HOODIE CONJURO,HELIO,M/2/32,1,49.250,150,100
LUXO,HOODIE CONJURO,HELIO,L/3/34,1,49.250,150,100
LUXO,HOODIE CONJURO,CARBON,S/1/30,1,49.250,150,100
LUXO,HOODIE CONJURO,CARBON,M/2/32,1,49.250,150,100
LUXO,HOODIE CONJURO,CARBON,L/3/34,1,49.250,150,100
LUXO,HOODIE CONJURO,CARBON,XL/36,1,49.250,150,100
LUXO,HOODIE FUTURO,BORDO,XS/28,1,58.000,150,100
LUXO,HOODIE FUTURO,BORDO,S/1/30,1,58.000,150,100
LUXO,HOODIE FUTURO,BORDO,M/2/32,1,58.000,150,100
LUXO,HOODIE FUTURO,BORDO,L/3/34,1,58.000,150,100
LUXO,HOODIE FUTURO,VERDE,S/1/30,2,58.000,150,100
LUXO,HOODIE FUTURO,VERDE,M/2/32,2,58.000,150,100
LUXO,HOODIE FUTURO,MALTINTO,L/3/34,1,58.000,150,100
LUXO,HOODIE FUTURO,BEIGE,XS/28,1,58.000,150,100
LUXO,HOODIE FUTURO,BEIGE,S/1/30,1,58.000,150,100
LUXO,HOODIE FUTURO,BEIGE,L/3/34,1,58.000,150,100
LUXO,HOODIE FUTURO,PETROLEO,XS/28,1,58.000,150,100
LUXO,HOODIE FUTURO,PETROLEO,S/1/30,2,58.000,150,100
LUXO,HOODIE FUTURO,PETROLEO,M/2/32,2,58.000,150,100
LUXO,HOODIE HUMO,NEGRO,XS/28,1,49.400,150,100
LUXO,HOODIE HUMO,NEGRO,S/1/30,2,49.400,150,100
LUXO,HOODIE HUMO,NEGRO,M/2/32,1,49.400,150,100
LUXO,HOODIE ELIXIR,NEGRO,XS/28,1,49.400,150,100
LUXO,HOODIE ELIXIR,NEGRO,S/1/30,1,49.400,150,100
LUXO,HOODIE ELIXIR,NEGRO,L/3/34,1,49.400,150,100
LUXO,HOODIE MOLECULA,NEGRO,S/1/30,1,49.400,150,100
LUXO,HOODIE MOLECULA,NEGRO,M/2/32,1,49.400,150,100
LUXO,HOODIE HELLO DARLING,NEGRO,XS/28,2,54.100,150,100
LUXO,HOODIE HELLO DARLING,NEGRO,M/2/32,1,54.100,150,100
LUXO,HOODIE HELLO DARLING,NEGRO,L/3/34,1,54.100,150,100
LUXO,BUZO CR BONSAI,NEGRO,XL/36,1,37.500,150,100
LUXO,HOODIE HUNTER,NEGRO,XS/28,2,50.220,150,100
LUXO,HOODIE HUNTER,NEGRO,S/1/30,1,50.220,150,100
LUXO,HOODIE HUNTER,NEGRO,M/2/32,1,50.220,150,100
LUXO,HOODIE HUNTER,NEGRO,L/3/34,1,50.220,150,100
LUXO,SWEATER FACE,GRIS,S/1/30,1,25.900,150,100
LUXO,SWEATER FACE,GRIS,L/3/34,1,25.900,150,100
LUXO,SWEATER FACE,GRIS,XL/36,1,25.900,150,100
LUXO,SWEATER FACE,BEIGE,L/3/34,1,25.900,150,100
LUXO,SWEATER FACE,BEIGE,XL/36,1,25.900,150,100
MIDWAY,MUSCULOSA MILLER,GRIS WASHED,S/1/30,3,15.500,150,100
MIDWAY,MUSCULOSA MILLER,BLANCO,S/1/30,1,14.000,150,100
MIDWAY,MUSCULOSA MILLER,VISON,XS/28,2,14.000,150,100
MIDWAY,MUSCULOSA MILLER,VISON,S/1/30,1,14.000,150,100
MIDWAY,REMERA SNOW LIGTHS,NEVADO,XS/28,1,15.990,150,100
MIDWAY,REMERA SNOW LIGTHS,NEVADO,M/2/32,1,15.990,150,100
MIDWAY,REMERA BOXY INDUSTRIA BLANCA,N/A,XS/28,1,15.990,150,100
MIDWAY,REMERA BOXY INDUSTRIA BLANCA,N/A,S/1/30,1,15.990,150,100
MIDWAY,BOXY OFICIAL,BLANCO,S/1/30,2,15.990,150,100
MIDWAY,BOXY OFICIAL,BLANCO,M/2/32,2,15.990,150,100
MIDWAY,BOXY OFICIAL,NEGRO,S/1/30,1,15.990,150,100
MIDWAY,BOXY LISA,NEGRO,M/2/32,1,15.990,150,100
MIDWAY,BOXY LISA,BLANCO,S/1/30,3,15.990,150,100
MIDWAY,BOXY LISA,BLANCO,M/2/32,1,15.990,150,100
MIDWAY,BOXY LISA,VIOLACEO,M/2/32,1,15.990,150,100
MIDWAY,BOXY EMOTIONAL,BLANCO,S/1/30,2,15.990,150,100
MIDWAY,BOXY EMOTIONAL,BLANCO,M/2/32,1,15.990,150,100
MIDWAY,BOXY STUDIO,BLANCO,M/2/32,1,15.990,150,100
MIDWAY,BOXY CORE,N/A,S/1/30,2,14.500,150,100
MIDWAY,BOXY CORE,N/A,M/2/32,1,14.500,150,100
MIDWAY,BOXY GLORIA,AZUL,XS/28,1,15.990,150,100
MIDWAY,BOXY GLORIA,AZUL,S/1/30,1,15.990,150,100
MIDWAY,BOXY GLORIA,GRIS,S/1/30,1,15.990,150,100
MIDWAY,BOXY COMPANY,BEIGE,S/1/30,2,15.990,150,100
MIDWAY,BOXY COMPANY,BEIGE,M/2/32,1,15.990,150,100
MIDWAY,BOXY COMPANY,GRIS,XS/28,1,15.990,150,100
MIDWAY,BOXY COMPANY,GRIS,S/1/30,2,15.990,150,100
MIDWAY,BOXY OVAL,BLANCO,S/1/30,1,15.990,150,100
MIDWAY,BOXY OVAL,BLANCO,M/2/32,1,15.990,150,100
SAMPLES,BUFANDON,CHOCOLATE,XS/28,1,39.990,150,100
SAMPLES,JACKET KAHLO,NEGRO,S/1/30,1,43.990,150,100
SAMPLES,JACKET KAHLO,NEGRO,M/2/32,1,43.990,150,100
SAMPLES,JACKET KAHLO,CHOCOLATE,S/1/30,1,43.990,150,100
SAMPLES,JACKET KAHLO,CHOCOLATE,M/2/32,1,43.990,150,100
SAMPLES,JACKET BULL,NEGRO,S/1/30,3,34.990,150,100
SAMPLES,JACKET BULL,NEGRO,M/2/32,2,34.990,150,100
SAMPLES,JACKET BULL,NEGRO,L/3/34,1,34.990,150,100
SAMPLES,JACKET BULL,CRUDO,S/1/30,3,34.990,150,100
SAMPLES,JACKET BULL,CRUDO,M/2/32,2,34.990,150,100
SAMPLES,JACKET BULL,CRUDO,L/3/34,1,34.990,150,100
SAMPLES,JACKET DUST,NEGRO,XS/28,1,41.990,150,100
SAMPLES,HOOIE CLAMP,CREMA,XS/28,2,34.990,150,100
SAMPLES,HOOIE CLAMP,CREMA,S/1/30,2,34.990,150,100
SAMPLES,HOOIE CLAMP,CREMA,M/2/32,2,34.990,150,100
SAMPLES,HOOIE CLAMP,CREMA,L/3/34,2,34.990,150,100
SAMPLES,HOODIE BLANKS,VERDE,XS/28,2,34.990,150,100
SAMPLES,HOODIE BLANKS,VERDE,M/2/32,1,34.990,150,100
SAMPLES,HOODIE BLANKS,VERDE,L/3/34,1,34.990,150,100
SAMPLES,HOODIE BLANKS,GRIS,XS/28,1,34.990,150,100
SAMPLES,HOODIE BLANKS,GRIS,S/1/30,1,34.990,150,100
SAMPLES,HOODIE BLANKS,GRIS,M/2/32,2,34.990,150,100
SAMPLES,HOODIE BLANKS,GRIS,L/3/34,1,34.990,150,100
SAMPLES,CAMPERA BLANKS,NEGRO,XS/28,1,34.990,150,100
SAMPLES,CAMPERA BLANKS,NEGRO,S/1/30,2,34.990,150,100
SAMPLES,CAMPERA BLANKS,NEGRO,M/2/32,1,34.990,150,100
SAMPLES,CAMPERA BLANKS,ARENA,S/1/30,3,34.990,150,100
SAMPLES,CAMPERA BLANKS,ARENA,M/2/32,2,34.990,150,100
SAMPLES,CAMPERA BLANKS,ARENA,L/3/34,1,34.990,150,100
SAMPLES,HOODIE ENSA,NEGRO,XS/28,1,34.990,150,100
SAMPLES,HOODIE ENSA,NEGRO,S/1/30,2,34.990,150,100
SAMPLES,HOODIE ENSA,NEGRO,M/2/32,2,34.990,150,100
SAMPLES,HOODIE ENSA,NEGRO,L/3/34,1,34.990,150,100
SAMPLES,BAGGY DENIM WASHED,CELESTE,XS/28,1,36.990,150,100
SAMPLES,BAGGY DENIM WASHED,CELESTE,S/1/30,2,36.990,150,100
SAMPLES,BAGGY DENIM WASHED,CELESTE,M/2/32,2,36.990,150,100
